country_name,indicator_name,sex,age_group,age_categories,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
iceland,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,3.353,,2.141,1.588,2.146,,4.745,4.489,2.846,2.907,2.753
BARBADOS,unemployment rate by sex and age,female,25+,ADULTS,9.347,545.1892685873537,6.369,6.939,6.768,5.654,6.446,6.406,5.777,5.425,5.182
COSTA RICA,unemployment rate by sex and age,NAN,UNDER 15,children,10.515,10.375,10.178,9.743,11.442,14.117,21.25,20.118,15.185,10.426,9.634
united states virgin islands,UNEMPLOYMENT RATE BY SEX AND AGE,female,NAN,nan,12.223,12.099,12.219,11.977,12.077,12.252,14.56,14.07,12.964,,253.06001403432947
hungary,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,19.962,18.227,12.904,,9.797,11.918,11.86,11.977,11.266,13.919,14.345
yemen,unemployment rate by sex and age,FEMALE,15-24,youth,34.251,38.725,39.266,39.526,38.687,,41.281,40.463,38.824,38.882,
bahrain,nan,female,25+,ADULTS,2.407,2.422,2.532,2.587,,2.69,3.789,3.409,3.193,3.068,2.968
lao people's democratic republic,unemployment rate by sex and age,MALE,15-24,nan,4.286,545.1892685873537,5.623,6.3,6.363,6.44,7.179,7.112,6.796,6.775,6.825
IVORY COAST,unemployment rate by sex and age,FEMALE,15-24,YOUTH,233.23047477058756,4.363,3.011,6.167,5.483,4.807,5.44,,4.979,,
mauritania,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,CHILDREN,8.996,,9.558,9.739,8.985,8.083,8.77,,8.372,8.239,8.127
uruguay,unemployment rate by sex and age,male,UNDER 15,CHILDREN,5.062,,6.496,6.557,6.862,7.203,8.57,7.885,6.873,7.428,7.126
SYRIAN ARAB REPUBLIC,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,children,12.091,11.667,11.296,11.115,11.004,10.859,12.618,12.421,11.155,10.819,10.601
ESWATINI,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,CHILDREN,21.96,21.56,,21.053,478.69225733239847,20.942,23.234,22.788,21.012,20.549,20.319
lao people's democratic republic,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,1.761,2.139,2.535,2.936,2.998,3.083,3.756,4.137,3.708,3.681,3.676
bangladesh,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,ADULTS,1.515,1.528,1.544,1.677,1.684,1.692,2.38,,,1.647,1.676
zimbabwe,unemployment rate by sex and age,MALE,15-24,YOUTH,6.007,7.131,8.119,9.029,9.927,11.048,13.191,14.261,13.966,13.675,
AUSTRIA,unemployment rate by sex and age,male,under 15,CHILDREN,5.887,6.181,6.478,5.968,5.108,4.682,5.36,6.512,5.159,5.446,5.928
senegal,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,CHILDREN,6.864,6.402,4.253,4.389,3.073,2.744,3.26,3.235,2.888,2.849,2.758
"iran, islamic republic of",nan,MALE,25+,adults,7.092,7.653,8.741,8.563,8.881,7.591,7.196,6.723,6.359,6.204,6.133
SOMALIA,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,32.173,31.437,31.269,31.555,32.004,,33.908,33.71,32.794,32.601,32.548
NORTH MACEDONIA,unemployment rate by sex and age,MALE,15-24,YOUTH,52.482,50.014,48.618,46.199,47.121,33.357,33.817,33.286,29.476,24.987,22.634
CENTRAL AFRICAN REPUBLIC,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,NAN,,5.281,5.349,5.436,5.37,5.415,5.982,6.044,5.566,5.497,5.442
new caledonia,unemployment rate by sex and age,MALE,15-24,YOUTH,36.931,35.875,34.889,33.657,,29.813,44.437,36.462,29.601,29.326,29.251
benin,NAN,female,25+,ADULTS,1.276,1.296,1.344,1.276,,0.952,1.02,,1.068,1.033,
equatorial guinea,unemployment rate by sex and age,female,25+,adults,7.568,7.664,7.741,7.813,7.793,7.911,8.367,8.741,8.253,8.147,8.077
CANADA,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,CHILDREN,7.488,,7.72,6.875,6.115,,9.782,7.695,5.408,5.556,6.178
samoa,unemployment rate by sex and age,FEMALE,UNDER 15,children,10.271,,13.006,14.539,14.685,14.799,15.83,16.228,15.481,,14.588
"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",unemployment rate by sex and age,nan,15-24,YOUTH,,6.349,6.497,6.186,6.284,5.956,7.14,6.991,6.407,6.34,6.27
SOLOMON ISLANDS,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,1.528,1.535,1.54,1.539,1.539,1.558,1.831,1.754,3.528,3.443,
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,CHILDREN,1.848,2.279,2.272,1.934,1.43,1.867,1.487,1.106,,1.957,1.719
nan,unemployment rate by sex and age,FEMALE,UNDER 15,CHILDREN,,6.515,5.41,5.871,6.23,6.535,7.911,7.655,,6.532,5.996
GUATEMALA,unemployment rate by sex and age,female,15-24,youth,8.302,9.772,8.103,,6.706,5.575,6.577,5.409,10.17,10.191,10.066
nan,unemployment rate by sex and age,female,25+,adults,0.607,,0.829,1.094,,0.255,1.289,3.534,2.151,2.15,2.118
finland,NAN,female,15-24,YOUTH,18.274,19.63,18.549,19.315,16.758,15.563,19.361,16.411,13.984,15.289,16.259
UKRAINE,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,7.568,8.105,7.729,7.735,7.442,7.856,,10.143,,,
BANGLADESH,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,,9.7,9.708,10.223,10.265,10.323,12.14,11.941,10.282,10.027,
BOTSWANA,NAN,female,15-24,YOUTH,38.785,38.355,291.2396381903166,37.037,,34.908,44.196,50.666,50.836,49.696,48.526
COLOMBIA,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,CHILDREN,6.987,,7.064,7.15,,8.25,12.803,10.923,8.653,7.701,7.463
"TAIWAN, CHINA",NAN,male,UNDER 15,CHILDREN,,4.046,,4.001,3.89,495.5104718529904,3.91,3.891,3.731,3.76,3.725
greece,unemployment rate by sex and age,female,25+,adults,28.475,27.33,26.657,24.553,22.901,20.286,433.4241205489025,17.699,15.042,13.14,11.78
afghanistan,unemployment rate by sex and age,male,nan,YOUTH,9.206,,,16.027,,14.361,14.452,15.099,,18.512,19.77
SWEDEN,unemployment rate by sex and age,female,15-24,YOUTH,21.401,19.53,17.249,418.26368667504937,16.3,495.5104718529904,22.818,,23.501,21.902,23.633
SAINT LUCIA,unemployment rate by sex and age,male,nan,adults,12.365,11.733,10.997,10.404,11.807,9.09,14.007,12.535,10.39,8.049,8.158
NIGERIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,adults,,2.454,2.782,3.084,,3.407,4.555,5.624,5.099,4.652,4.482
cameroon,unemployment rate by sex and age,FEMALE,25+,adults,,3.214,3.238,3.308,3.366,3.406,3.529,3.806,3.544,,253.06001403432947
VANUATU,UNEMPLOYMENT RATE BY SEX AND AGE,female,NAN,CHILDREN,6.172,6.367,6.453,6.56,6.678,6.888,4.128,5.321,,6.621,6.58
ARGENTINA,unemployment rate by sex and age,MALE,25+,ADULTS,4.671,4.871,,5.389,6.119,6.84,,6.048,4.457,4.621,
luxembourg,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,CHILDREN,5.767,7.345,291.2396381903166,5.499,5.884,5.525,,5.623,4.729,5.246,5.295
serbia,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,46.184,40.15,32.15,29.114,28.221,26.012,24.995,23.52,23.162,23.606,21.713
GEORGIA,unemployment rate by sex and age,MALE,25+,ADULTS,16.987,16.599,17.817,13.603,,10.983,11.059,11.277,11.18,11.216,11.387
greece,NAN,male,UNDER 15,CHILDREN,23.74,21.743,19.855,17.718,15.282,,13.207,11.267,9.255,8.124,7.371
ESTONIA,unemployment rate by sex and age,FEMALE,15-24,youth,9.971,12.188,10.544,9.957,11.375,11.733,,14.954,16.349,13.849,15.585
GUATEMALA,unemployment rate by sex and age,MALE,UNDER 15,children,2.377,2.006,2.134,1.946,2.022,1.837,,1.816,2.206,2.281,
argentina,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,25+,ADULTS,,6.394,6.724,6.846,7.931,8.138,9.424,7.546,5.944,5.899,5.728
central african republic,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,4.54,4.623,4.625,4.63,4.6,4.652,4.79,5.163,4.906,4.831,4.798
NICARAGUA,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,CHILDREN,3.848,,3.666,3.181,5.162,5.473,6.374,6.33,,4.662,4.548
CHAD,unemployment rate by sex and age,FEMALE,NAN,youth,0.591,0.614,0.643,0.669,0.685,0.676,0.902,,,0.616,0.591
OMAN,unemployment rate by sex and age,male,15-24,YOUTH,12.805,12.321,11.166,8.521,5.718,6.688,10.55,,,5.498,5.25
france,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,10.006,9.878,9.853,9.374,9.061,8.348,7.953,7.753,7.141,6.845,6.836
benin,unemployment rate by sex and age,male,25+,adults,1.088,1.12,1.182,1.121,0.883,0.799,1.059,1.188,,0.846,0.818
QATAR,unemployment rate by sex and age,male,25+,ADULTS,0.027,0.034,0.038,0.035,0.044,,0.056,0.064,0.067,0.063,0.06
DOMINICAN REPUBLIC,unemployment rate by sex and age,male,15-24,YOUTH,9.326,12.213,11.802,9.979,10.332,,11.644,11.587,10.012,9.37,9.555
SRI LANKA,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,children,,2.982,2.883,2.823,2.982,3.288,3.943,3.878,4.455,4.845,4.747
"TAIWAN, CHINA",unemployment rate by sex and age,male,15-24,NAN,,12.32,11.657,11.48,11.221,,11.236,11.202,11.462,11.474,11.458
sri lanka,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,YOUTH,25.419,25.512,27.533,23.176,28.822,27.35,,31.287,33.121,,34.703
uganda,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,233.23047477058756,1.568,1.761,2.068,1.956,1.831,2.595,2.368,1.895,1.809,1.753
cuba,unemployment rate by sex and age,MALE,25+,ADULTS,1.876,1.774,1.473,1.361,1.277,0.946,1.078,1.083,,0.952,0.898
guyana,nan,FEMALE,UNDER 15,children,15.483,15.858,16.113,16.317,16.494,15.093,17.169,16.495,,12.036,11.127
croatia,unemployment rate by sex and age,MALE,under 15,CHILDREN,16.448,15.555,12.511,,7.645,6.157,,7.262,6.139,5.493,5.456
NAN,unemployment rate by sex and age,female,UNDER 15,CHILDREN,6.302,7.435,,6.313,6.954,7.312,,8.139,9.691,10.264,10.187
VIET NAM,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,CHILDREN,1.111,1.711,1.7,1.7,,1.597,2.444,2.287,1.442,1.535,1.484
saint lucia,unemployment rate by sex and age,female,under 15,NAN,23.389,22.689,21.701,20.901,20.881,17.007,22.262,21.609,17.634,15.449,
MONGOLIA,unemployment rate by sex and age,FEMALE,25+,nan,3.35,3.106,4.312,4.131,3.549,4.159,5.16,6.177,4.536,,3.285
NORTH MACEDONIA,nan,FEMALE,25+,adults,26.313,23.449,20.754,,18.424,16.654,14.302,,10.693,,10.857
SAO TOME AND PRINCIPE,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,NAN,,14.837,14.853,15.08,15.181,15.325,16.805,16.591,15.379,15.166,15.089
malaysia,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,1.521,1.622,,,1.824,1.605,3.163,2.671,2.58,2.502,2.467
japan,nan,male,UNDER 15,children,3.753,3.614,3.355,2.955,2.656,2.496,3.032,3.053,2.778,2.807,2.896
MONGOLIA,unemployment rate by sex and age,male,25+,ADULTS,4.09,4.412,6.824,6.004,,4.781,5.64,7.154,6.519,5.934,5.47
NAN,unemployment rate by sex and age,FEMALE,UNDER 15,children,5.67,545.1892685873537,5.511,5.42,5.376,5.333,5.368,6.175,5.489,5.279,5.203
AFGHANISTAN,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,adults,8.576,9.014,9.463,9.92,11.223,12.587,,14.415,23.818,26.192,28.298
PAKISTAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,NAN,1.245,4.816,,2.892,3.722,5.301,4.875,7.099,6.327,6.528,6.696
FINLAND,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,6.411,,,6.793,5.944,4.872,5.933,5.818,5.347,,5.277
SOLOMON ISLANDS,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,1.017,1.019,1.019,1.017,1.016,1.023,1.113,1.098,2.642,2.571,2.566
french polynesia,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,32.356,32.192,32.223,32.368,32.643,32.95,37.056,,34.124,33.809,33.672
latvia,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,NAN,19.951,14.144,12.127,15.413,11.829,10.131,15.464,14.585,10.145,9.728,10.557
costa rica,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,NAN,CHILDREN,7.16,7.127,,6.479,7.448,8.506,13.195,11.715,8.635,7.294,6.878
HAITI,unemployment rate by sex and age,male,under 15,nan,11.114,11.036,11.153,11.128,11.177,11.348,12.843,12.69,11.951,12.033,11.827
PERU,unemployment rate by sex and age,male,25+,adults,,2.315,2.56,2.445,2.134,2.206,6.18,3.871,,1.913,1.907
luxembourg,unemployment rate by sex and age,male,15-24,YOUTH,,18.892,19.698,17.181,16.297,17.761,24.862,17.749,16.708,12.763,10.68
iceland,unemployment rate by sex and age,female,25+,ADULTS,4.379,3.433,2.292,1.749,1.859,495.5104718529904,4.528,5.447,2.944,1.784,
BELARUS,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,3.871,3.837,3.792,3.744,,2.852,2.751,2.551,2.369,2.319,2.302
jamaica,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,youth,35.86,33.698,,26.877,22.114,20.466,23.444,22.884,,20.548,22.361
philippines,NAN,female,25+,adults,1.902,1.66,1.492,418.26368667504937,1.608,1.49,1.737,,1.663,,1.569
"HONG KONG, CHINA",UNEMPLOYMENT RATE BY SEX AND AGE,nan,under 15,children,,3.436,3.688,3.375,3.184,3.533,6.872,6.125,5.11,4.712,4.528
THAILAND,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,UNDER 15,nan,0.564,0.611,0.712,0.841,,0.736,1.089,1.242,1.059,1.015,
UNITED KINGDOM,unemployment rate by sex and age,male,NAN,YOUTH,18.728,16.033,14.631,13.35,12.099,12.809,15.153,,,,16.116
SINGAPORE,unemployment rate by sex and age,female,25+,adults,3.324,3.187,3.669,3.662,3.167,2.766,3.683,4.375,3.376,2.999,3.256
nan,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,3.926,,4.822,5.598,4.764,5.651,,7.624,7.565,,7.219
nan,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,nan,4.564,4.444,4.059,,3.337,3.172,3.682,2.804,2.543,2.755,2.961
CABO VERDE,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,children,11.436,11.63,11.717,11.82,12.663,12.64,15.356,,12.931,,
IRELAND,unemployment rate by sex and age,FEMALE,nan,children,10.881,8.913,7.597,6.287,5.691,,5.647,6.142,465.9260602831068,4.321,4.666
PALESTINIAN TERRITORIES,nan,female,NAN,youth,51.653,56.179,60.753,,69.188,66.831,69.503,64.249,56.709,,
guinea,unemployment rate by sex and age,FEMALE,15-24,YOUTH,7.109,7.462,7.342,7.243,7.356,7.879,9.547,9.123,8.458,8.305,8.238
NAN,nan,female,25+,ADULTS,22.478,25.894,26.532,26.819,25.798,,25.501,26.735,26.505,,26.319
portugal,nan,FEMALE,25+,adults,12.683,11.106,9.909,8.169,6.484,6.117,5.967,5.716,5.591,6.02,6.182
belize,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,children,14.069,11.09,11.181,9.85,11.984,13.905,16.036,15.244,13.268,12.675,12.435
uruguay,unemployment rate by sex and age,female,25+,ADULTS,5.665,5.963,6.336,6.235,6.855,,8.659,7.628,6.557,6.935,7.16
SAMOA,unemployment rate by sex and age,male,UNDER 15,children,7.801,7.255,6.721,6.323,6.388,6.439,7.078,7.193,6.742,,6.165
PALESTINIAN TERRITORIES,unemployment rate by sex and age,male,15-24,YOUTH,33.669,33.242,33.696,36.22,36.698,34.448,36.227,36.866,31.563,,
qatar,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,CHILDREN,1.03,,0.717,0.628,0.452,0.398,0.521,0.45,0.388,0.424,0.448
fiji,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,2.4,2.231,2.107,2.13,2.153,,2.452,2.533,2.333,2.106,2.047
ROMANIA,unemployment rate by sex and age,FEMALE,15-24,youth,24.64,23.315,21.824,,16.295,17.534,16.531,21.16,24.637,164.64265165954762,23.566
GEORGIA,unemployment rate by sex and age,FEMALE,15-24,YOUTH,33.075,,,33.545,34.633,32.364,433.4241205489025,32.4,32.94,33.024,
BOTSWANA,unemployment rate by sex and age,FEMALE,UNDER 15,children,21.215,21.524,21.804,21.981,21.672,21.966,22.65,26.158,26.016,26.022,
libya,unemployment rate by sex and age,FEMALE,under 15,children,25.356,25.713,25.389,24.84,24.67,24.826,25.494,25.548,25.364,24.737,24.272
ALBANIA,unemployment rate by sex and age,female,15-24,YOUTH,32.59,40.274,34.102,27.429,25.765,,29.766,28.687,27.004,25.758,25.21
LESOTHO,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,children,18.101,18.349,18.21,18.593,18.841,19.063,20.629,20.665,18.959,18.487,18.239
angola,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,nan,15.053,15.416,15.785,,16.328,,16.796,15.82,14.361,14.126,13.947
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,17.02,17.242,17.148,17.468,17.675,17.858,19.613,19.362,17.754,17.258,17.049
BARBADOS,UNEMPLOYMENT RATE BY SEX AND AGE,nan,15-24,youth,,29.458,27.658,,23.958,20.861,24.128,23.094,21.204,20.08,19.402
UNITED STATES VIRGIN ISLANDS,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,nan,children,13.628,,,13.051,,,15.957,15.296,13.95,13.392,12.929
denmark,unemployment rate by sex and age,MALE,15-24,YOUTH,15.516,13.137,291.2396381903166,12.892,11.771,10.361,12.529,10.666,10.609,164.64265165954762,12.394
australia,unemployment rate by sex and age,female,25+,ADULTS,4.801,4.821,,4.468,4.22,3.997,5.036,4.084,2.934,2.831,2.97
liberia,unemployment rate by sex and age,FEMALE,UNDER 15,CHILDREN,1.789,2.05,2.339,2.329,2.323,2.332,2.965,2.983,2.318,2.178,2.127
nan,NAN,female,15-24,NAN,,9.928,10.055,9.521,9.914,9.541,,7.354,6.166,4.579,4.926
PARAGUAY,NAN,FEMALE,25+,ADULTS,4.188,3.139,4.233,4.636,4.604,5.315,6.717,6.45,6.044,5.26,5.504
LUXEMBOURG,unemployment rate by sex and age,male,under 15,children,5.917,6.104,6.008,5.539,5.334,,6.597,4.922,4.449,5.32,5.475
nan,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,youth,8.027,9.035,9.869,10.617,11.353,12.306,15.088,295.40519255507814,15.761,15.627,
ARGENTINA,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,YOUTH,22.255,,25.574,26.945,27.87,28.522,34.984,,20.988,20.063,19.932
dominican republic,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,25+,ADULTS,7.491,8.203,7.72,5.894,6.51,6.975,7.179,9.991,,6.8,6.63
ALBANIA,unemployment rate by sex and age,MALE,25+,adults,16.316,13.874,13.311,11.972,10.201,9.43,10.826,10.717,9.882,9.476,9.324
yemen,unemployment rate by sex and age,FEMALE,UNDER 15,children,26.146,29.807,291.2396381903166,30.596,29.546,29.177,29.909,30.694,29.99,29.846,29.643
gabon,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,ADULTS,12.316,12.417,,12.785,12.936,12.873,13.736,13.738,,12.704,12.532
mali,unemployment rate by sex and age,MALE,25+,ADULTS,1.298,1.15,,1.204,1.34,1.686,2.522,1.957,2.885,2.86,2.807
nan,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,,2.207,2.454,2.016,2.335,1.944,2.713,,1.9,1.805,1.755
"TANZANIA, UNITED REPUBLIC OF",UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,CHILDREN,1.568,1.538,1.55,1.562,1.596,1.64,1.899,,1.712,1.681,1.662
DJIBOUTI,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,72.377,72.474,72.47,73.127,74.0,74.686,80.463,78.706,76.054,75.734,75.935
FINLAND,NAN,MALE,15-24,YOUTH,22.552,25.052,21.557,20.756,17.129,18.503,22.915,17.663,14.29,,
namibia,unemployment rate by sex and age,female,under 15,children,20.381,22.507,25.01,21.975,18.595,18.666,,,465.9260602831068,,18.191
canada,unemployment rate by sex and age,MALE,15-24,youth,14.901,14.672,14.434,,,12.109,20.822,14.545,11.249,11.406,12.42
fiji,unemployment rate by sex and age,female,25+,adults,2.204,2.212,,2.315,2.359,2.392,2.47,2.699,,2.359,2.312
CHILE,UNEMPLOYMENT RATE BY SEX AND AGE,nan,15-24,nan,14.981,14.396,14.783,16.153,16.72,19.125,23.267,18.92,17.094,19.952,20.513
russian federation,unemployment rate by sex and age,nan,15-24,YOUTH,,545.1892685873537,16.029,15.852,16.275,14.803,15.958,15.221,13.531,11.974,12.086
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,CHILDREN,1.375,2.632,,,3.445,3.438,6.457,4.635,3.063,3.504,3.555
SYRIAN ARAB REPUBLIC,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,33.496,32.785,31.712,30.857,30.139,29.467,33.438,32.015,30.235,29.512,29.202
LAO PEOPLE'S DEMOCRATIC REPUBLIC,UNEMPLOYMENT RATE BY SEX AND AGE,female,under 15,children,1.809,2.113,2.428,2.743,2.774,495.5104718529904,3.117,3.434,3.189,3.159,3.151
uganda,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,NAN,adults,2.49,2.718,2.943,3.32,3.032,495.5104718529904,3.193,2.879,2.535,2.511,2.514
SAMOA,UNEMPLOYMENT RATE BY SEX AND AGE,male,NAN,ADULTS,5.66,5.158,4.674,4.299,4.371,4.431,4.929,5.109,4.732,4.35,4.241
italy,UNEMPLOYMENT RATE BY SEX AND AGE,female,15-24,YOUTH,44.706,42.646,,37.311,34.837,31.222,31.772,32.857,25.829,25.578,26.932
bosnia and herzegovina,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,NAN,61.838,60.467,52.954,43.897,35.985,31.632,32.837,31.971,28.194,26.402,25.978
eswatini,unemployment rate by sex and age,MALE,15-24,youth,46.579,45.713,44.887,45.16,45.502,45.678,50.607,48.697,46.005,44.988,44.598
NIGER,unemployment rate by sex and age,MALE,15-24,youth,0.856,0.886,0.882,0.889,0.875,495.5104718529904,0.979,,0.891,0.819,0.73
UNITED KINGDOM,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,children,5.821,5.124,4.682,,3.942,3.534,4.155,4.594,3.576,4.171,4.667
romania,unemployment rate by sex and age,male,15-24,NAN,23.561,20.539,19.851,18.131,16.31,16.297,,20.911,21.394,21.197,21.019
ALGERIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,CHILDREN,15.687,16.605,18.309,20.785,21.02,21.23,23.536,23.017,21.777,,21.343
"korea, democratic people's republic of",unemployment rate by sex and age,male,under 15,CHILDREN,2.824,2.813,2.821,2.711,2.692,2.674,3.025,3.131,2.936,2.874,2.821
PAPUA NEW GUINEA,unemployment rate by sex and age,female,UNDER 15,nan,1.409,1.398,1.388,1.44,1.478,,1.614,1.762,1.524,,1.459
dominican republic,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,9.326,12.213,11.802,9.979,10.332,,11.644,11.587,10.012,9.37,9.555
ZAMBIA,unemployment rate by sex and age,MALE,25+,NAN,5.136,,5.469,5.612,3.796,,3.934,3.558,2.833,2.696,2.621
MOROCCO,NAN,FEMALE,UNDER 15,CHILDREN,10.286,10.413,10.691,11.044,11.09,11.045,,12.509,11.516,11.238,
NAN,unemployment rate by sex and age,FEMALE,NAN,adults,3.215,4.918,4.076,2.887,2.785,2.711,2.796,2.999,3.052,3.074,3.084
CHILE,NAN,FEMALE,NAN,children,7.11,7.127,7.256,7.444,,8.0,11.171,9.557,8.817,9.494,9.797
switzerland,unemployment rate by sex and age,FEMALE,UNDER 15,CHILDREN,4.991,4.912,5.011,5.063,5.105,4.709,5.001,5.313,4.572,4.099,4.104
togo,UNEMPLOYMENT RATE BY SEX AND AGE,male,NAN,CHILDREN,233.23047477058756,2.676,3.638,4.638,4.666,4.678,5.281,,4.768,4.623,4.566
SLOVAKIA,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,26.367,25.923,19.84,18.165,14.271,,18.376,20.308,18.622,20.345,19.892
mexico,unemployment rate by sex and age,FEMALE,UNDER 15,children,4.848,4.454,3.9,3.602,3.407,3.517,4.087,4.139,3.315,2.89,3.037
"KOREA, REPUBLIC OF",unemployment rate by sex and age,female,UNDER 15,children,2.957,3.486,3.539,3.476,3.687,3.583,3.988,3.743,3.037,2.684,2.763
"moldova, republic of",UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,2.388,3.707,3.809,3.797,2.936,4.041,3.718,1.969,2.527,3.23,2.746
netherlands,NAN,female,15-24,youth,13.096,11.15,,8.763,6.648,6.205,9.032,9.191,8.199,8.564,8.452
CAMBODIA,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,0.69,0.329,0.597,0.112,0.1,0.089,0.138,0.381,0.201,0.189,
sierra leone,UNEMPLOYMENT RATE BY SEX AND AGE,female,nan,youth,,5.358,4.507,3.542,2.499,2.509,433.4241205489025,2.851,2.561,2.564,2.55
SAO TOME AND PRINCIPE,unemployment rate by sex and age,female,under 15,children,21.228,21.16,,21.543,21.642,21.853,23.616,23.571,22.277,22.103,
VANUATU,unemployment rate by sex and age,MALE,UNDER 15,children,4.316,4.348,4.303,4.276,4.257,4.3,3.988,4.366,4.121,4.13,4.098
nan,unemployment rate by sex and age,male,15-24,YOUTH,19.386,18.012,,18.253,12.486,,14.393,14.924,19.376,14.119,13.089
thailand,unemployment rate by sex and age,female,25+,adults,0.216,0.269,0.305,0.388,,0.293,0.651,,,0.495,0.425
AZERBAIJAN,unemployment rate by sex and age,NAN,25+,nan,4.44,4.512,4.626,4.74,4.707,4.797,7.184,5.744,5.437,5.452,5.551
slovenia,unemployment rate by sex and age,female,25+,adults,9.825,9.747,8.181,7.061,5.449,4.669,5.021,4.706,3.773,3.212,
"tanzania, united republic of",unemployment rate by sex and age,MALE,15-24,YOUTH,3.053,2.911,2.827,2.745,2.69,2.642,2.823,2.851,2.622,2.625,2.631
BELIZE,UNEMPLOYMENT RATE BY SEX AND AGE,female,nan,youth,29.447,,26.503,25.981,28.542,30.771,33.664,29.45,26.75,26.187,26.236
chile,NAN,male,UNDER 15,CHILDREN,6.33,6.047,6.365,6.604,6.676,6.74,10.781,9.087,7.837,8.755,8.852
